url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,125,76
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,63,53
/mmvanheusden/SteamDepotDownloaderGUI/releases,12,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,6
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,7
/mmvanheusden/SteamDepotDownloaderGUI/pulls,3,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,3,2
/mmvanheusden/SteamDepotDownloaderGUI/forks,3,1
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v1.3.0-c,3,1
/mmvanheusden/SteamDepotDownloaderGUI/discussions,2,2
