time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-21 00:00:00+00:00,3.0,3.0,10,5
2022-11-22 00:00:00+00:00,5.0,4.0,12,8
2022-11-23 00:00:00+00:00,6.0,5.0,58,9
2022-11-24 00:00:00+00:00,9.0,7.0,20,7
2022-11-25 00:00:00+00:00,10.0,8.0,9,3
2022-11-26 00:00:00+00:00,3.0,3.0,11,6
2022-11-27 00:00:00+00:00,2.0,2.0,23,10
2022-11-28 00:00:00+00:00,1.0,1.0,49,3
2022-11-29 00:00:00+00:00,5.0,4.0,13,4
2022-11-30 00:00:00+00:00,9.0,8.0,23,12
2022-12-01 00:00:00+00:00,11.0,9.0,32,8
2022-12-02 00:00:00+00:00,7.0,5.0,18,9
2022-12-03 00:00:00+00:00,5.0,5.0,7,3
2022-12-04 00:00:00+00:00,,,19,3
