url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,131,81
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,66,55
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,9
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,8,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,8,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,3,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,3,2
/mmvanheusden/SteamDepotDownloaderGUI/forks,3,1
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v1.3.0-c,3,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,2,2
