time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,3.0,3.0,24,8
2023-02-14 00:00:00+00:00,3.0,2.0,9,7
2023-02-15 00:00:00+00:00,13.0,3.0,29,7
2023-02-16 00:00:00+00:00,6.0,5.0,19,7
2023-02-17 00:00:00+00:00,7.0,5.0,6,3
2023-02-18 00:00:00+00:00,1.0,1.0,32,7
2023-02-19 00:00:00+00:00,3.0,3.0,8,4
2023-02-20 00:00:00+00:00,4.0,3.0,11,3
2023-02-21 00:00:00+00:00,4.0,3.0,35,6
2023-02-22 00:00:00+00:00,8.0,4.0,6,4
2023-02-23 00:00:00+00:00,3.0,3.0,11,3
2023-02-24 00:00:00+00:00,8.0,3.0,8,3
2023-02-25 00:00:00+00:00,7.0,6.0,21,6
2023-02-26 00:00:00+00:00,,,3,2
