referrer,views_total,views_unique
Google,60,27
youtube.com,38,10
github.com,22,9
Bing,8,2
steamcommunity.com,5,3
yandex.ru,4,3
cn.bing.com,4,2
search.brave.com,2,1
Yahoo,1,1
softpedia.com,1,1
