time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-04 00:00:00+00:00,9.0,8.0,12,6
2023-09-05 00:00:00+00:00,3.0,3.0,21,6
2023-09-06 00:00:00+00:00,3.0,3.0,36,9
2023-09-07 00:00:00+00:00,4.0,4.0,18,11
2023-09-08 00:00:00+00:00,17.0,8.0,36,10
2023-09-09 00:00:00+00:00,1.0,1.0,62,8
2023-09-10 00:00:00+00:00,4.0,3.0,23,6
2023-09-11 00:00:00+00:00,6.0,5.0,14,9
2023-09-12 00:00:00+00:00,4.0,4.0,15,4
2023-09-13 00:00:00+00:00,8.0,5.0,9,6
2023-09-14 00:00:00+00:00,5.0,3.0,16,8
2023-09-15 00:00:00+00:00,8.0,6.0,46,18
2023-09-16 00:00:00+00:00,12.0,6.0,19,12
2023-09-17 00:00:00+00:00,,,71,30
