url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,143,86
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,79,43
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,11,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,9,8
/mmvanheusden/SteamDepotDownloaderGUI/pulls,8,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,6,3
/mmvanheusden/SteamDepotDownloaderGUI/actions,4,4
/mmvanheusden/SteamDepotDownloaderGUI/discussions,4,4
