url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,108,81
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,38,32
/mmvanheusden/SteamDepotDownloaderGUI/releases,15,11
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,13,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,11,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,8
/mmvanheusden/SteamDepotDownloaderGUI/issues/121,6,6
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,6,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,4,2
/mmvanheusden/SteamDepotDownloaderGUI/wiki,4,2
