url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,273,146
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,93,64
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,35,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,17,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,15,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,14,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,10,10
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,6,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,5,2
