time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-07 00:00:00+00:00,7,3,13,8
2023-07-08 00:00:00+00:00,3,2,9,8
2023-07-09 00:00:00+00:00,5,3,19,13
2023-07-10 00:00:00+00:00,7,5,43,15
2023-07-11 00:00:00+00:00,6,4,7,6
2023-07-12 00:00:00+00:00,5,3,27,13
2023-07-13 00:00:00+00:00,7,5,22,16
2023-07-14 00:00:00+00:00,9,7,21,8
2023-07-15 00:00:00+00:00,5,4,16,4
2023-07-16 00:00:00+00:00,6,5,23,10
2023-07-17 00:00:00+00:00,10,6,25,8
2023-07-18 00:00:00+00:00,37,7,17,11
2023-07-19 00:00:00+00:00,6,4,45,14
2023-07-20 00:00:00+00:00,5,4,42,20
