url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,98,72
/mmvanheusden/SteamDepotDownloaderGUI,91,70
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,21,11
/mmvanheusden/SteamDepotDownloaderGUI/releases,16,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/91,7,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/package-lock.json,4,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,3,2
/mmvanheusden/SteamDepotDownloaderGUI/branches,3,2
