time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-08 00:00:00+00:00,10,6,49,16
2023-05-09 00:00:00+00:00,6,4,19,9
2023-05-10 00:00:00+00:00,7,5,21,7
2023-05-11 00:00:00+00:00,6,3,12,5
2023-05-12 00:00:00+00:00,5,3,27,10
2023-05-13 00:00:00+00:00,3,2,23,4
2023-05-14 00:00:00+00:00,11,5,30,9
2023-05-15 00:00:00+00:00,7,5,11,8
2023-05-16 00:00:00+00:00,3,2,14,5
2023-05-17 00:00:00+00:00,6,5,24,12
2023-05-18 00:00:00+00:00,11,6,15,6
2023-05-19 00:00:00+00:00,8,5,25,7
2023-05-20 00:00:00+00:00,5,3,6,5
2023-05-21 00:00:00+00:00,2,1,11,9
