url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,75,50
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,42,24
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,6,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/search,4,4
/mmvanheusden/SteamDepotDownloaderGUI/issues/37,3,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.1.0,3,3
/mmvanheusden/SteamDepotDownloaderGUI/commit/9a66fc99213441a3b2df1aeb46c3bf042c71bc93,3,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,2,2
