referrer,views_total,views_unique
Google,73,31
github.com,37,18
youtube.com,35,12
cn.bing.com,8,4
yandex.ru,5,2
DuckDuckGo,4,2
steamcommunity.com,4,1
Bing,4,1
framedsc.com,3,3
