url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,293,165
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,123,81
/mmvanheusden/SteamDepotDownloaderGUI/releases,23,16
/mmvanheusden/SteamDepotDownloaderGUI/issues,20,14
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.2.0,19,1
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,12,4
/mmvanheusden/SteamDepotDownloaderGUI/pulls,10,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,6
/mmvanheusden/SteamDepotDownloaderGUI/pull/157,8,7
