url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,76,63
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,49,31
/mmvanheusden/SteamDepotDownloaderGUI/issues,14,7
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,8
/mmvanheusden/steamdepotdownloadergui/issues,6,1
/mmvanheusden/SteamDepotDownloaderGUI/tree/github-repo-stats/mmvanheusden/SteamDepotDownloaderGUI,5,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,3
/mmvanheusden/SteamDepotDownloaderGUI/forks,4,1
/mmvanheusden/SteamDepotDownloaderGUI/issues/82,3,3
