url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,121,73
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,81,52
/mmvanheusden/SteamDepotDownloaderGUI/releases,20,11
/mmvanheusden/SteamDepotDownloaderGUI/issues,8,6
/mmvanheusden/SteamDepotDownloaderGUI/discussions,4,4
/mmvanheusden/SteamDepotDownloaderGUI/pulls,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,3,3
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,3,3
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,2,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.1.0...master,2,2
