time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-14 00:00:00+00:00,1,1,21,9
2023-10-15 00:00:00+00:00,1,1,20,10
2023-10-16 00:00:00+00:00,3,3,19,8
2023-10-17 00:00:00+00:00,3,3,28,10
2023-10-18 00:00:00+00:00,6,5,20,11
2023-10-19 00:00:00+00:00,4,4,33,12
2023-10-20 00:00:00+00:00,6,4,14,5
2023-10-21 00:00:00+00:00,12,7,19,6
2023-10-22 00:00:00+00:00,3,3,27,8
2023-10-23 00:00:00+00:00,5,5,14,6
2023-10-24 00:00:00+00:00,3,3,39,11
2023-10-25 00:00:00+00:00,5,5,13,5
2023-10-26 00:00:00+00:00,4,4,23,8
2023-10-27 00:00:00+00:00,2,2,14,7
