referrer,views_total,views_unique
Google,90,33
youtube.com,47,10
github.com,31,11
steamcommunity.com,5,4
DuckDuckGo,3,1
cn.bing.com,3,1
yandex.ru,2,2
githubs.cn,2,1
Yahoo,1,1
Bing,1,1
