url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,97,58
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,47,29
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,9
/mmvanheusden/SteamDepotDownloaderGUI/issues,9,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,7,2
/mmvanheusden/SteamDepotDownloaderGUI/search,5,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,4,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github/workflows,4,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,3,3
