time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-12 00:00:00+00:00,5,3,27,10
2023-05-13 00:00:00+00:00,3,2,23,4
2023-05-14 00:00:00+00:00,11,5,30,9
2023-05-15 00:00:00+00:00,7,5,11,8
2023-05-16 00:00:00+00:00,3,2,14,5
2023-05-17 00:00:00+00:00,6,5,24,12
2023-05-18 00:00:00+00:00,11,6,15,6
2023-05-19 00:00:00+00:00,8,5,25,7
2023-05-20 00:00:00+00:00,5,3,6,5
2023-05-21 00:00:00+00:00,5,3,28,12
2023-05-22 00:00:00+00:00,8,5,2,1
2023-05-23 00:00:00+00:00,7,4,10,5
2023-05-24 00:00:00+00:00,5,3,18,7
2023-05-25 00:00:00+00:00,2,1,17,6
