url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,154,92
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,98,43
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,11
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,13,8
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,8,7
/mmvanheusden/SteamDepotDownloaderGUI/pulls,7,4
/mmvanheusden/SteamDepotDownloaderGUI/find/master,5,4
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,5,3
/mmvanheusden/SteamDepotDownloaderGUI/discussions,4,4
