url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,100,63
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,52,33
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,9
/mmvanheusden/SteamDepotDownloaderGUI/releases,16,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,9,6
/mmvanheusden/steamdepotdownloadergui/issues,6,1
/mmvanheusden/SteamDepotDownloaderGUI/find/master,5,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/github-repo-stats/mmvanheusden/SteamDepotDownloaderGUI,5,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,4,2
/mmvanheusden/SteamDepotDownloaderGUI/forks,4,1
