url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,79,66
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,50,32
/mmvanheusden/SteamDepotDownloaderGUI/releases,12,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,8,6
/mmvanheusden/steamdepotdownloadergui/issues,6,1
/mmvanheusden/SteamDepotDownloaderGUI/tree/github-repo-stats/mmvanheusden/SteamDepotDownloaderGUI,5,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,3
/mmvanheusden/SteamDepotDownloaderGUI/forks,4,1
/mmvanheusden/steamdepotdownloadergui,2,2
