url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,127,86
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,94,41
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,11
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,9,5
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,7,5
/mmvanheusden/SteamDepotDownloaderGUI/find/master,4,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,4,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,3,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/index.html,3,1
