url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,99,73
/mmvanheusden/SteamDepotDownloaderGUI,92,68
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,20,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,8
/mmvanheusden/SteamDepotDownloaderGUI/releases,17,9
/mmvanheusden/SteamDepotDownloaderGUI/issues/91,7,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,3,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.1.0...v2.1.1,2,2
/mmvanheusden/SteamDepotDownloaderGUI/find/master,2,2
