time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-16 00:00:00+00:00,3,2,14,5
2023-05-17 00:00:00+00:00,6,5,24,12
2023-05-18 00:00:00+00:00,11,6,15,6
2023-05-19 00:00:00+00:00,8,5,25,7
2023-05-20 00:00:00+00:00,5,3,6,5
2023-05-21 00:00:00+00:00,5,3,28,12
2023-05-22 00:00:00+00:00,8,5,2,1
2023-05-23 00:00:00+00:00,7,4,10,5
2023-05-24 00:00:00+00:00,5,3,18,7
2023-05-25 00:00:00+00:00,7,5,17,6
2023-05-26 00:00:00+00:00,5,3,15,6
2023-05-27 00:00:00+00:00,3,2,82,11
2023-05-28 00:00:00+00:00,5,4,17,5
2023-05-29 00:00:00+00:00,14,7,16,5
