time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-13 00:00:00+00:00,3.0,2.0,23,4
2023-05-14 00:00:00+00:00,11.0,5.0,30,9
2023-05-15 00:00:00+00:00,7.0,5.0,11,8
2023-05-16 00:00:00+00:00,3.0,2.0,14,5
2023-05-17 00:00:00+00:00,6.0,5.0,24,12
2023-05-18 00:00:00+00:00,11.0,6.0,15,6
2023-05-19 00:00:00+00:00,8.0,5.0,25,7
2023-05-20 00:00:00+00:00,5.0,3.0,6,5
2023-05-21 00:00:00+00:00,5.0,3.0,28,12
2023-05-22 00:00:00+00:00,8.0,5.0,2,1
2023-05-23 00:00:00+00:00,7.0,4.0,10,5
2023-05-24 00:00:00+00:00,5.0,3.0,18,7
2023-05-25 00:00:00+00:00,7.0,5.0,17,6
2023-05-26 00:00:00+00:00,,,15,6
