time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-03 00:00:00+00:00,8,6,24,9
2023-02-04 00:00:00+00:00,7,3,28,9
2023-02-05 00:00:00+00:00,1,1,12,6
2023-02-06 00:00:00+00:00,4,3,9,4
2023-02-07 00:00:00+00:00,13,6,3,2
2023-02-08 00:00:00+00:00,10,6,13,6
2023-02-09 00:00:00+00:00,3,2,18,8
2023-02-10 00:00:00+00:00,11,6,25,10
2023-02-11 00:00:00+00:00,6,3,32,6
2023-02-12 00:00:00+00:00,6,5,9,4
2023-02-13 00:00:00+00:00,3,3,24,8
2023-02-14 00:00:00+00:00,3,2,9,7
2023-02-15 00:00:00+00:00,13,3,29,7
2023-02-16 00:00:00+00:00,1,1,19,7
