referrer,views_total,views_unique
Google,94,31
github.com,23,10
youtube.com,20,7
steamcommunity.com,7,3
Bing,7,1
cn.bing.com,6,3
search.brave.com,4,2
yandex.ru,3,2
softpedia.com,1,1
bytemeta.vip,1,1
