url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,175,103
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,80,53
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,28,6
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,16,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,15,12
/mmvanheusden/SteamDepotDownloaderGUI/releases,15,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,11,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github/workflows,9,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,8,5
