url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,96,66
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,52,36
/mmvanheusden/SteamDepotDownloaderGUI/issues,9,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/releases,4,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,3
/mmvanheusden/SteamDepotDownloaderGUI/discussions,2,2
/mmvanheusden/SteamDepotDownloaderGUI/issues/51,2,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,2,2
/mmvanheusden/SteamDepotDownloaderGUI/actions,2,1
