url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,121,72
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,81,50
/mmvanheusden/SteamDepotDownloaderGUI/releases,19,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,7
/mmvanheusden/SteamDepotDownloaderGUI/discussions,4,4
/mmvanheusden/SteamDepotDownloaderGUI/pulls,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,3,3
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,3,3
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,2,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.1.0...master,2,2
