url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,114,83
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,76,59
/mmvanheusden/SteamDepotDownloaderGUI/releases,12,6
/mmvanheusden/SteamDepotDownloaderGUI/forks,9,1
/mmvanheusden/SteamDepotDownloaderGUI/pulls,7,6
/mmvanheusden/SteamDepotDownloaderGUI/issues,7,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,3,1
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v1.3.0-c,3,1
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,3,1
