referrer,views_total,views_unique
Google,92,30
youtube.com,27,8
github.com,11,9
steamcommunity.com,7,3
Bing,7,1
search.brave.com,4,2
cn.bing.com,2,1
yandex.ru,1,1
bytemeta.vip,1,1
softpedia.com,1,1
