time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-02 00:00:00+00:00,2,2,19,8
2023-12-03 00:00:00+00:00,20,7,38,11
2023-12-04 00:00:00+00:00,7,7,15,10
2023-12-05 00:00:00+00:00,4,4,18,5
2023-12-06 00:00:00+00:00,50,16,42,23
2023-12-07 00:00:00+00:00,8,6,97,36
2023-12-08 00:00:00+00:00,16,9,152,71
2023-12-09 00:00:00+00:00,14,11,87,19
2023-12-10 00:00:00+00:00,7,5,55,34
2023-12-11 00:00:00+00:00,9,6,32,15
2023-12-12 00:00:00+00:00,2,2,45,21
2023-12-13 00:00:00+00:00,2,2,70,14
2023-12-14 00:00:00+00:00,2,2,19,13
2023-12-15 00:00:00+00:00,1,1,44,15
