url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,313,168
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,153,82
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,12
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,18,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,16,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,8
/mmvanheusden/SteamDepotDownloaderGUI/releases,12,11
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,12,11
/mmvanheusden/SteamDepotDownloaderGUI/issues/153,10,4
/mmvanheusden/SteamDepotDownloaderGUI/discussions,5,5
