url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,133,94
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,99,70
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,9,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,8,7
/mmvanheusden/SteamDepotDownloaderGUI/forks,8,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,4,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,4,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.1.0,3,3
