url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,280,148
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,106,67
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,35,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,16,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,15,15
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,9
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,11
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,10,5
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,6,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,5,2
