url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,115,66
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,51,36
/mmvanheusden/SteamDepotDownloaderGUI/releases,12,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,8,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,7,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,6,3
/mmvanheusden/SteamDepotDownloaderGUI/search,4,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github/workflows,4,2
/mmvanheusden/SteamDepotDownloaderGUI/actions/runs/4319122808,2,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/.github/workflows/build.yml,2,1
