url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,85,55
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,52,28
/mmvanheusden/SteamDepotDownloaderGUI/issues,12,4
/mmvanheusden/SteamDepotDownloaderGUI/releases,9,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/search,4,4
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,3,3
/mmvanheusden/SteamDepotDownloaderGUI/issues/37,3,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.1.0,3,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,2,2
