time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-11 00:00:00+00:00,9,6,32,15
2023-12-12 00:00:00+00:00,2,2,45,21
2023-12-13 00:00:00+00:00,2,2,70,14
2023-12-14 00:00:00+00:00,2,2,19,13
2023-12-15 00:00:00+00:00,3,3,44,15
2023-12-16 00:00:00+00:00,2,2,33,18
2023-12-17 00:00:00+00:00,30,9,31,16
2023-12-18 00:00:00+00:00,20,14,59,16
2023-12-19 00:00:00+00:00,11,8,75,21
2023-12-20 00:00:00+00:00,21,8,73,20
2023-12-21 00:00:00+00:00,4,3,47,22
2023-12-22 00:00:00+00:00,2,2,27,13
2023-12-23 00:00:00+00:00,37,10,32,14
2023-12-24 00:00:00+00:00,2,2,24,11
