referrer,views_total,views_unique
Google,100,31
youtube.com,20,7
github.com,14,9
steamcommunity.com,9,4
Bing,7,1
search.brave.com,4,2
cn.bing.com,3,2
yandex.ru,2,1
softpedia.com,1,1
bytemeta.vip,1,1
