time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-15 00:00:00+00:00,4.0,1.0,25,9
2022-11-16 00:00:00+00:00,8.0,3.0,32,5
2022-11-17 00:00:00+00:00,9.0,6.0,11,6
2022-11-18 00:00:00+00:00,9.0,7.0,7,3
2022-11-19 00:00:00+00:00,15.0,10.0,11,5
2022-11-20 00:00:00+00:00,3.0,3.0,11,6
2022-11-21 00:00:00+00:00,3.0,3.0,10,5
2022-11-22 00:00:00+00:00,5.0,4.0,12,8
2022-11-23 00:00:00+00:00,6.0,5.0,58,9
2022-11-24 00:00:00+00:00,9.0,7.0,20,7
2022-11-25 00:00:00+00:00,10.0,8.0,9,3
2022-11-26 00:00:00+00:00,3.0,3.0,11,6
2022-11-27 00:00:00+00:00,2.0,2.0,23,10
2022-11-28 00:00:00+00:00,,,49,3
