time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-21 00:00:00+00:00,6,6,10,7
2023-11-22 00:00:00+00:00,13,7,30,10
2023-11-23 00:00:00+00:00,5,5,9,6
2023-11-24 00:00:00+00:00,6,5,42,16
2023-11-25 00:00:00+00:00,14,6,27,9
2023-11-26 00:00:00+00:00,5,4,79,19
2023-11-27 00:00:00+00:00,6,6,34,18
2023-11-28 00:00:00+00:00,5,4,34,13
2023-11-29 00:00:00+00:00,3,3,10,8
2023-11-30 00:00:00+00:00,2,2,23,8
2023-12-01 00:00:00+00:00,7,5,13,7
2023-12-02 00:00:00+00:00,2,2,19,8
2023-12-03 00:00:00+00:00,20,7,38,11
2023-12-04 00:00:00+00:00,5,5,13,8
