time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-26 00:00:00+00:00,4,3,24,10
2023-08-27 00:00:00+00:00,6,4,20,11
2023-08-28 00:00:00+00:00,24,14,39,9
2023-08-29 00:00:00+00:00,11,7,39,10
2023-08-30 00:00:00+00:00,9,6,16,8
2023-08-31 00:00:00+00:00,5,4,23,14
2023-09-01 00:00:00+00:00,21,10,21,11
2023-09-02 00:00:00+00:00,6,4,20,11
2023-09-03 00:00:00+00:00,4,3,27,11
2023-09-04 00:00:00+00:00,9,8,12,6
2023-09-05 00:00:00+00:00,3,3,21,6
2023-09-06 00:00:00+00:00,3,3,36,9
2023-09-07 00:00:00+00:00,4,4,18,11
2023-09-08 00:00:00+00:00,15,6,36,10
