url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,128,79
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,45,27
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,38,26
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,8,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,7,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,7,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,5,2
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,2
