url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,193,107
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,133,79
/mmvanheusden/SteamDepotDownloaderGUI/issues,16,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,14,3
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,10,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,8,2
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,6,5
