time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,8,5,9,6
2023-09-14 00:00:00+00:00,5,3,16,8
2023-09-15 00:00:00+00:00,8,6,46,18
2023-09-16 00:00:00+00:00,12,6,19,12
2023-09-17 00:00:00+00:00,3,2,71,30
2023-09-18 00:00:00+00:00,7,6,12,6
2023-09-19 00:00:00+00:00,7,5,4,2
2023-09-20 00:00:00+00:00,5,4,22,11
2023-09-21 00:00:00+00:00,3,3,24,11
2023-09-22 00:00:00+00:00,9,5,25,11
2023-09-23 00:00:00+00:00,1,1,22,4
2023-09-24 00:00:00+00:00,1,1,25,7
2023-09-25 00:00:00+00:00,3,3,36,11
2023-09-26 00:00:00+00:00,1,1,15,5
