time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-20 00:00:00+00:00,5,3,6,5
2023-05-21 00:00:00+00:00,5,3,28,12
2023-05-22 00:00:00+00:00,8,5,2,1
2023-05-23 00:00:00+00:00,7,4,10,5
2023-05-24 00:00:00+00:00,5,3,18,7
2023-05-25 00:00:00+00:00,7,5,17,6
2023-05-26 00:00:00+00:00,5,3,15,6
2023-05-27 00:00:00+00:00,3,2,82,11
2023-05-28 00:00:00+00:00,5,4,17,5
2023-05-29 00:00:00+00:00,17,8,20,6
2023-05-30 00:00:00+00:00,7,5,14,5
2023-05-31 00:00:00+00:00,10,7,25,10
2023-06-01 00:00:00+00:00,6,4,16,9
2023-06-02 00:00:00+00:00,2,1,27,8
