time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-16 00:00:00+00:00,7.0,6.0,25,7
2023-01-17 00:00:00+00:00,5.0,2.0,15,5
2023-01-18 00:00:00+00:00,8.0,6.0,16,6
2023-01-19 00:00:00+00:00,6.0,5.0,56,9
2023-01-20 00:00:00+00:00,7.0,5.0,22,6
2023-01-21 00:00:00+00:00,1.0,1.0,15,7
2023-01-22 00:00:00+00:00,1.0,1.0,8,3
2023-01-23 00:00:00+00:00,154.0,4.0,28,11
2023-01-24 00:00:00+00:00,6.0,3.0,12,7
2023-01-25 00:00:00+00:00,8.0,5.0,27,7
2023-01-26 00:00:00+00:00,11.0,6.0,6,5
2023-01-27 00:00:00+00:00,6.0,3.0,11,5
2023-01-28 00:00:00+00:00,5.0,3.0,18,8
2023-01-29 00:00:00+00:00,,,4,3
