url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,298,160
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,144,77
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,22,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,16,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,15,14
/mmvanheusden/SteamDepotDownloaderGUI/issues,13,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,8
/mmvanheusden/SteamDepotDownloaderGUI/releases,8,8
/mmvanheusden/SteamDepotDownloaderGUI/issues/153,7,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,5,2
