time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-10 00:00:00+00:00,4.0,3.0,23,6
2023-09-11 00:00:00+00:00,6.0,5.0,14,9
2023-09-12 00:00:00+00:00,4.0,4.0,15,4
2023-09-13 00:00:00+00:00,8.0,5.0,9,6
2023-09-14 00:00:00+00:00,5.0,3.0,16,8
2023-09-15 00:00:00+00:00,8.0,6.0,46,18
2023-09-16 00:00:00+00:00,12.0,6.0,19,12
2023-09-17 00:00:00+00:00,3.0,2.0,71,30
2023-09-18 00:00:00+00:00,7.0,6.0,12,6
2023-09-19 00:00:00+00:00,7.0,5.0,4,2
2023-09-20 00:00:00+00:00,5.0,4.0,22,11
2023-09-21 00:00:00+00:00,3.0,3.0,24,11
2023-09-22 00:00:00+00:00,9.0,5.0,25,11
2023-09-23 00:00:00+00:00,,,22,4
