referrer,views_total,views_unique
Google,66,26
youtube.com,39,12
github.com,33,16
cn.bing.com,12,5
yandex.ru,5,2
DuckDuckGo,4,2
steamcommunity.com,4,1
Bing,4,1
framedsc.com,3,3
