time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-10 00:00:00+00:00,7,5,26,6
2023-10-11 00:00:00+00:00,13,3,39,12
2023-10-12 00:00:00+00:00,2,2,17,9
2023-10-13 00:00:00+00:00,2,2,32,7
2023-10-14 00:00:00+00:00,1,1,21,9
2023-10-15 00:00:00+00:00,1,1,20,10
2023-10-16 00:00:00+00:00,3,3,19,8
2023-10-17 00:00:00+00:00,3,3,28,10
2023-10-18 00:00:00+00:00,6,5,20,11
2023-10-19 00:00:00+00:00,4,4,33,12
2023-10-20 00:00:00+00:00,6,4,14,5
2023-10-21 00:00:00+00:00,12,7,19,6
2023-10-22 00:00:00+00:00,3,3,27,8
2023-10-23 00:00:00+00:00,3,3,13,5
