url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,281,157
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,117,81
/mmvanheusden/SteamDepotDownloaderGUI/releases,27,18
/mmvanheusden/SteamDepotDownloaderGUI/issues,21,15
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.2.0,20,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,10,3
/mmvanheusden/SteamDepotDownloaderGUI/pulls,9,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,9,8
/mmvanheusden/SteamDepotDownloaderGUI/pull/157,8,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/index.html,8,3
