url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,290,156
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,137,75
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,22,14
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,15,14
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,9
/mmvanheusden/SteamDepotDownloaderGUI/issues,12,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,7,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,5,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,4,2
