time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-22 00:00:00+00:00,2.0,2.0,27,13
2023-12-23 00:00:00+00:00,37.0,10.0,32,14
2023-12-24 00:00:00+00:00,4.0,4.0,24,11
2023-12-25 00:00:00+00:00,4.0,4.0,34,15
2023-12-26 00:00:00+00:00,19.0,9.0,101,25
2023-12-27 00:00:00+00:00,4.0,4.0,26,13
2023-12-28 00:00:00+00:00,3.0,3.0,22,12
2023-12-29 00:00:00+00:00,2.0,2.0,35,20
2023-12-30 00:00:00+00:00,6.0,5.0,42,17
2023-12-31 00:00:00+00:00,3.0,3.0,46,18
2024-01-01 00:00:00+00:00,11.0,8.0,26,17
2024-01-02 00:00:00+00:00,8.0,7.0,47,19
2024-01-03 00:00:00+00:00,3.0,3.0,47,20
2024-01-04 00:00:00+00:00,,,34,18
