url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,134,85
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,56,39
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,18,10
/mmvanheusden/SteamDepotDownloaderGUI/releases,14,11
/mmvanheusden/SteamDepotDownloaderGUI/issues,11,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,10,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,8,5
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,7,2
/mmvanheusden/SteamDepotDownloaderGUI/issues/113,6,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,6,2
