time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-12 00:00:00+00:00,6,5,17,7
2023-04-13 00:00:00+00:00,17,6,55,12
2023-04-14 00:00:00+00:00,7,6,46,11
2023-04-15 00:00:00+00:00,10,6,43,18
2023-04-16 00:00:00+00:00,3,3,19,9
2023-04-17 00:00:00+00:00,5,4,29,7
2023-04-18 00:00:00+00:00,5,4,40,15
2023-04-19 00:00:00+00:00,6,4,21,4
2023-04-20 00:00:00+00:00,6,4,15,5
2023-04-21 00:00:00+00:00,9,5,21,7
2023-04-22 00:00:00+00:00,3,2,14,8
2023-04-23 00:00:00+00:00,3,2,19,8
2023-04-24 00:00:00+00:00,10,4,18,7
2023-04-25 00:00:00+00:00,1,1,25,10
