time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-07 00:00:00+00:00,4,3,29,13
2023-03-08 00:00:00+00:00,11,6,35,10
2023-03-09 00:00:00+00:00,4,3,15,7
2023-03-10 00:00:00+00:00,4,3,30,9
2023-03-11 00:00:00+00:00,1,1,9,5
2023-03-12 00:00:00+00:00,4,4,39,9
2023-03-13 00:00:00+00:00,8,7,16,8
2023-03-14 00:00:00+00:00,18,6,15,8
2023-03-15 00:00:00+00:00,5,4,9,5
2023-03-16 00:00:00+00:00,6,4,23,8
2023-03-17 00:00:00+00:00,4,3,16,5
2023-03-18 00:00:00+00:00,3,3,26,6
2023-03-19 00:00:00+00:00,2,2,24,7
2023-03-20 00:00:00+00:00,1,1,9,5
