url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,106,73
/mmvanheusden/SteamDepotDownloaderGUI,100,76
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,10
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,11,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,5,3
/mmvanheusden/SteamDepotDownloaderGUI/issues/91,4,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/package-lock.json,4,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,2,2
/mmvanheusden/SteamDepotDownloaderGUI/actions,2,1
