referrer,views_total,views_unique
Google,100,33
youtube.com,23,6
github.com,10,8
steamcommunity.com,8,4
Bing,7,1
search.brave.com,4,2
yandex.ru,3,2
cn.bing.com,2,1
softpedia.com,1,1
bytemeta.vip,1,1
