time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-28 00:00:00+00:00,2,2,28,16
2024-01-29 00:00:00+00:00,6,6,58,18
2024-01-30 00:00:00+00:00,3,3,32,16
2024-01-31 00:00:00+00:00,2,2,33,13
2024-02-01 00:00:00+00:00,3,3,59,19
2024-02-02 00:00:00+00:00,3,3,58,23
2024-02-03 00:00:00+00:00,11,6,65,32
2024-02-04 00:00:00+00:00,2,2,55,21
2024-02-05 00:00:00+00:00,7,7,58,20
2024-02-06 00:00:00+00:00,2,2,36,21
2024-02-07 00:00:00+00:00,3,3,42,21
2024-02-08 00:00:00+00:00,2,2,32,17
2024-02-09 00:00:00+00:00,4,4,46,19
2024-02-10 00:00:00+00:00,6,5,56,17
